aes,wmo,id,name,instr,prov,lon,lat,elev,tz_correct,h_bul,s_bul,hly,syn,tmm,ua,useindex,agency,the_geom
721250,721250,KGWO,GREENWOOD-LEFLORE AIRPORT                         ,   SFC,MS,-90.083,33.5,47,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721250,NWS,01010000208A0F00000861EF3138601E41E07C1837BD053BC1
721255,721255,KGVL,GILMER MEMORIAL AIRPORT                           ,   SFC,GA,-83.833,34.267,389,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721255,NWS,01010000208A0F00008DDEEDACC2ED3041E7959B75296A38C1
721256,721256,KGUY,GUYMON MUNICIPAL AIRPORT                          ,   SFC,OK,-101.5,36.683,952,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721256,NWS,01010000208A0F0000E171334396E022C1CF6C1F000C0635C1
721262,721262,KGTR,"COLUMBUS WEST POINT/STARKVILLE, GOLDEN TRIANGLE RE",   SFC,MS,-88.583,33.45,81,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721262,NWS,01010000208A0F0000974E27B86FD323417686AB276CE83AC1
721270,721270,KGRD,GREENWOOD COUNTY AIRPORT                          ,   SFC,SC,-82.15,34.233,192,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721270,NWS,01010000208A0F0000CC4F7C79CC7533415E98E0119BFE37C1
721273,721273,KGPT,GULFPORT-BILOXI REG AIRPORT                       ,   SFC,MS,-89.083,30.417,9,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721273,NWS,01010000208A0F00008FCCE6776C5623414C0BEA99574F40C1
721276,721276,KGON,GROTON NEW LONDON AIRPORT                         ,   SFC,CT,-72.05,41.333,3,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721276,NWS,01010000208A0F0000F0B6A566A0BD3D418B78DAC676341FC1
721280,721280,KGNV,GAINESVILLE REGIONAL AIRPORT                      ,   SFC,FL,-82.283,29.7,46,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721280,NWS,01010000208A0F0000CABA69D815F134415D1E4B99DC2940C1
721282,721282,KGNT,GRANTS-MILAN MUNICIPAL AIRPORT                    ,   SFC,NM,-107.9,35.167,1988,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721282,NWS,01010000208A0F00003347AE31C93033C14324475E1B4E36C1
721283,721283,KGNR,GREENVILLE                                        ,   SFC,ME,-69.583,45.467,427,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721283,NWS,01010000208A0F0000045D9C1460FA3D416AFE4A0480FDA040
721288,721288,KGLR,GAYLORD REGIONAL AIRPORT                          ,   SFC,MI,-84.683,45.017,405,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721288,NWS,01010000208A0F00000A6E1E7840232941B54AF82F5C2A17C1
721297,721297,KGIF,WINTER HAVENS GILBERT AIRPORT                     ,   SFC,FL,-81.75,28.067,45,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721297,NWS,01010000208A0F0000F8BA2791D7733641B4393001D49941C1
721303,721303,KGFK,GRAND FORKS INTERNATIONAL                         ,   SFC,ND,-97.183,47.95,257,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721303,NWS,01010000208A0F0000ADB299B72BFC03C1CDE9920608E1FBC0
721306,721306,KGEZ,SHELBYVILLE MUNICIPAL AIRPORT                     ,   SFC,IN,-85.8,39.583,245,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721306,NWS,01010000208A0F00005BDC6772F52C2941E31F774FABCE2EC1
721312,721312,KGED,GEORGETOWN SUSSEX CO AIRPORT                      ,   SFC,DE,-75.367,38.683,16,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721312,NWS,01010000208A0F00008806E1A457043B4144B214C6706D2BC1
721313,721313,KGDV,"GLENDIVE, DAWSON COMMUNITY AIRPORT                ",   SFC,MT,-104.8,47.133,749,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721313,NWS,01010000208A0F0000245634DDE7C526C1AC859EA1AE6702C1
721315,721315,KGCN,GRAND CANYON NATL PARK AIRPORT                    ,   SFC,AZ,-112.15,35.95,2014,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721315,NWS,01010000208A0F00009C316150CBFF38C1D1A57D69457133C1
721317,721317,KGCK,GARDEN CITY REGIONAL AIRPORT                      ,   SFC,KS,-100.717,37.917,881,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721317,NWS,01010000208A0F000038315E26193620C140ED0024FCEB32C1
721318,721318,KGBD,"GREAT BEND, GREAT BEND MUNICIPAL AIRPORT          ",   SFC,KS,-98.867,38.35,575,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721318,NWS,01010000208A0F0000A9FD8D102CC215C14F0BC89F915832C1
721331,721331,KFVE,NORTHERN AROOSTOOK REGIONAL                       ,   SFC,ME,-68.3,47.283,301,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721331,NWS,01010000208A0F0000FE2782A46B223E41FEB133A003F80B41
721335,721335,KFTY,ATLANTA FULTON COUNTY AIRPORT                     ,   SFC,GA,-84.517,33.783,256,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721335,NWS,01010000208A0F0000AEDE11902B0C304144C78D660F7839C1
721346,721346,KFQD,"RUTHERFORDTON, RUTHERFORD COUNTY-MARCHMAN FIELD AI",   SFC,NC,-81.935,35.428,329,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721346,NWS,01010000208A0F0000E830DDF2E7553341A4C17AA011CA35C1
721352,721352,KFOK,THE GABRESKI AIRPORT                              ,   SFC,NY,-72.617,40.85,20,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721352,NWS,01010000208A0F00004099D16F72543D41C1D15825D0B821C1
721365,721365,KFLO,FLORENCE REGIONAL AIRPORT                         ,   SFC,SC,-79.733,34.183,45,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721365,NWS,01010000208A0F0000D62EB7DAD313374118386E9A9D4637C1
721369,721369,KFLG,FLAGSTAFF PULLIAM AIRPORT                         ,   SFC,AZ,-111.667,35.133,2137,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721369,NWS,01010000208A0F00000284635958B238C101150849C61035C1
721373,721373,KFKL,"FRANKLIN, VENANGO REGIONAL AIRPORT                ",   SFC,PA,-79.867,41.383,469,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721373,NWS,01010000208A0F000035FC414C63D53341072FA19CD38825C1
721379,721379,KFHR,FRIDAY HARBOR AIRPORT                             ,   SFC,WA,-123.033,48.517,33,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721379,NWS,01010000208A0F000016AB23964CA53EC185BAACF9642D1841
721380,721380,KFGN,FLAG ISLAND                                       ,   SFC,MN,-94.9,49.317,329,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721380,NWS,01010000208A0F0000869363B2C85DBC4098536609D534E140
721394,721394,KFCM,"MINNEAPOLIS, FLYING CLOUD AIRPORT                 ",   SFC,MN,-93.47,44.832,287,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721394,NWS,01010000208A0F0000D7ADF4220613FE40A761220E44701CC1
721400,721400,KFAM,FARMINGTON AIRPORT                                ,   SFC,MO,-90.433,37.767,288,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721400,NWS,01010000208A0F000069F2DB7A90FD1941EE11A175685233C1
721414,721414,KEVW,EVANSTON-UINTA COUNTY FIELD                       ,   SFC,WY,-111.033,41.267,2183,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721414,NWS,01010000208A0F000081D9D795210A35C1D1E9D6A9055A25C1
721418,721418,KETB,"WEST BEND, WEST BEND MUNICIPAL AIRPORT            ",   SFC,WI,-88.128,43.422,270,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721418,NWS,01010000208A0F00009BFD96EE64612141CE594D7DC73522C1
721422,721422,KESN,EASTON NEWMAN FIELD                               ,   SFC,MD,-76.067,38.8,22,-5,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721422,NWS,01010000208A0F000068D0CB6E8C053A412E336A40EB9C2BC1
721425,721425,KERY,"NEWBERRY, LUCE COUNTY AIRPORT                     ",   SFC,MI,-85.457,46.311,265,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721425,NWS,01010000208A0F0000391CB91DE6992641379DA442DFE60DC1
721430,721430,KEPH,EPHRATA MUNICIPAL AIRPORT                         ,   SFC,WA,-119.517,47.3,388,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721430,NWS,01010000208A0F00000CC0966DF4C93BC1F40B1BF8DD3A0441
721434,721434,KENW,KENOSHA REGIONAL AIRPORT                          ,   SFC,WI,-87.933,42.6,226,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721434,NWS,01010000208A0F000088D2E3EE6B3022415665D863860025C1
721440,721440,KEMP,EMPORIA MUNICIPAL AIRPORT                         ,   SFC,KS,-96.2,38.333,368,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721440,NWS,01010000208A0F0000616C78944C08FBC076C618889C8632C1
721442,721442,KELZ,WELLSVILLE MUNICIPAL AIRPORT                      ,   SFC,NY,-78,42.1,647,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721442,NWS,01010000208A0F00007A506830AAE435413FD7FB04F5DF21C1
721443,721443,KELO,"ELY, ELY MUNICIPAL AIRPORT                        ",   SFC,MN,-91.833,47.817,444,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721443,NWS,01010000208A0F000073B54DD7CE130D41528E2A3451BEFEC0
721449,721449,KELD,SOUTH ARKANSAS REGIONAL                           ,   SFC,AR,-92.817,33.217,84,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721449,NWS,01010000208A0F000060EAA95413230B418AAAD84AD6C73BC1
721450,721450,KEKO,ELKO REGIONAL AIRPORT                             ,   SFC,NV,-115.783,40.833,1565,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721450,NWS,01010000208A0F00006B02FBAC33523BC1A4B711101B3423C1
721454,721454,KEGV,"EAGLE RIVER, EAGLE RIVER UNION AIRPORT            ",   SFC,WI,-89.269,45.932,501,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721454,NWS,01010000208A0F0000B51487B609721B412169C5D3A3B613C1
721456,721456,KEGE,EAGLE COUNTY REGIONAL                             ,   SFC,CO,-106.917,39.65,1993,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721456,NWS,01010000208A0F000048DF40FE9E3E30C1F0EC6B8C4B572DC1
721465,721465,KEEN,"KEENE, DILLANT-HOPKINS AIRPORT                    ",   SFC,NH,-72.267,42.9,149,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721465,NWS,01010000208A0F000037F25B1329833C413ACE1FDD635515C1
721466,721466,KEED,NEEDLES AIRPORT                                   ,   SFC,CA,-114.617,34.767,300,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721466,NWS,01010000208A0F0000EE485BF869243DC1799439B2647534C1
721467,721467,KEDE,"EDENTON, NORTHEASTERN REGIONAL AIRPORT            ",   SFC,NC,-76.567,36.028,6,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721467,NWS,01010000208A0F000052354DCD38C73A41AB14CB87C3C832C1
721472,721472,KEAU,EAU CLAIRE CHIPPEWA VALLEY                        ,   SFC,WI,-91.483,44.867,278,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721472,NWS,01010000208A0F00009E8123E62C431141CDBD41EB54CF1BC1
721493,721493,KDVL,"DEVILS LAKE, DEVILS LAKE MUNICIPAL AIRPORT        ",   SFC,ND,-98.917,48.117,444,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721493,NWS,01010000208A0F000079A3BB2219DA11C1E2C72B128ED0F5C0
721495,721495,KDUG,BISBEE DOUGLAS INTERNATIONAL  AIRPORT             ,   SFC,AZ,-109.6,31.467,1265,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721495,NWS,01010000208A0F00001A7770C2BD3B37C192FE62BDC86A3CC1
721503,721503,KDTL,"DETROIT LAKES, DETROIT LAKES AIRPORT-WETHING FIELD",   SFC,MN,-95.883,46.833,426,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721503,NWS,01010000208A0F00000EC25D1A0198F0C0234A7ED3D87B0DC1
721507,721507,KDRO,DURANGO-LA PLATA COUNTY AIRPORT                   ,   SFC,CO,-107.767,37.15,2038,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721507,NWS,01010000208A0F0000E196FB47664732C17EEB02F1D0D232C1
721511,721511,KDOV,DOVER AIR FORCE BASE                              ,   SFC,DE,-75.467,39.133,9,-5,sazz40/kawn,xxxxxx/xxxx,-,-,-,-,721511,NWS,01010000208A0F0000BD907C0432A43A41AAFBE497E4FB29C1
721525,721525,KDLS,THE DALLES MUNICIPAL AIRPORT                      ,   SFC,OR,-121.167,45.617,74,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721525,NWS,01010000208A0F00005D51F7D7ADB53EC16830A208511AE440
721527,721527,KDLN,DILLON AIRPORT                                    ,   SFC,MT,-112.55,45.25,1597,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721527,NWS,01010000208A0F0000714638F9FD1735C19950E0343EDC0BC1
721528,721528,KDLL,"BARABOO, BARABOO WISCONSIN DELLS AIRPORT          ",   SFC,WI,-89.771,43.522,298,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721528,NWS,01010000208A0F000019B66A50266A1A41CE4B4467554222C1
721535,721535,KDIK,THEODORE ROOSEVELT REGIONAL                       ,   SFC,ND,-102.8,46.8,789,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721535,NWS,01010000208A0F000062F56C9B8B4A22C12AC33556638009C1
721539,721539,KDHN,DOTHAN AIRPORT                                    ,   SFC,AL,-85.45,31.317,122,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721539,NWS,01010000208A0F0000186FA472C4A12E41206D0CCA79393EC1
721543,721543,KDFI,DEFIANCE MEMORIAL AIRPORT                         ,   SFC,OH,-84.433,41.333,216,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721543,NWS,01010000208A0F0000AECF9A9CB9DC2B41A054D433AE2128C1
721545,721545,KDEW,DEER PARK AIRPORT                                 ,   SFC,WA,-117.433,47.967,672,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721545,NWS,01010000208A0F00005285BB872B2339C1ADE5E715AAC80541
721549,721549,KDEQ,DE QUEEN HELMS SEVIER COUNTY                      ,   SFC,AR,-94.4,34.05,108,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721549,NWS,01010000208A0F000058B21E0A5D60ED4010383B547F4C3AC1
721555,721555,KDDH,BENNINGTON MORSE STATE AIRPORT                    ,   SFC,VT,-73.25,42.883,252,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721555,NWS,01010000208A0F0000DA79137CC6563B41F9BFC4C4D62B17C1
721560,721560,KDAW,SKYHAVEN AIRPORT                                  ,   SFC,NH,-70.917,43.283,98,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721560,NWS,01010000208A0F00006BBC34B239E13D4146431C16A35D10C1
721571,721571,KD07,"FAITH, SOUTH DAKOTA                               ",   SFC,SD,-102.017,45.033,787,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721571,NWS,01010000208A0F00003BE1BA2BA72121C1C21088E0E13F19C1
721572,721572,KCZZ,CAMPO                                             ,   SFC,CA,-116.468,32.626,807,-8,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721572,NWS,01010000208A0F00001DC771928D8C40C1F3856814754B37C1
721590,721590,KCTB,CUT BANK MUNICIPAL AIRPORT                        ,   SFC,MT,-112.383,48.6,1175,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721590,NWS,01010000208A0F0000D9FB795DDA5933C1362BA0105BB4FF40
721592,721592,KCSV,CROSSVILLE MEMORIAL AIRPORT                       ,   SFC,TN,-85.083,35.95,573,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721592,NWS,01010000208A0F0000C573144080252D4110DA466EE4B135C1
721602,721602,KCRQ,CARLSBAD MCCLELLAN-PALOMAR                        ,   SFC,CA,-117.283,33.133,100,-8,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721602,NWS,01010000208A0F00007C84792699FD40C1FD44D03BF3FA35C1
721613,721613,KCQC,CLINES CORNERS                                    ,   SFC,NM,-105.667,35,2160,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721613,NWS,01010000208A0F0000012DCBFF7AE82FC12A256297C13837C1
721618,721618,KCOT,COTULLA-LASALLE COUNTY AIRPORT                    ,   SFC,TX,-99.217,28.45,145,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721618,NWS,01010000208A0F0000F1A0771634931CC18E745A1CBF4942C1
721619,721619,KCOQ,"CLOQUET, CLOQUET CARLTON COUNTY AIRPORT           ",   SFC,MN,-92.5,46.7,390,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721619,NWS,01010000208A0F00008415F67C908E0741C83B517C5FE60EC1
721622,721622,KCNY,MOAB CANYONLANDS FIELD                            ,   SFC,UT,-109.75,38.767,1388,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721622,NWS,01010000208A0F0000A84A102B956734C138DB542CE7C72EC1
721624,721624,KCNU,CHANUTE JOHNSON AIRPORT                           ,   SFC,KS,-95.483,37.667,305,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721624,NWS,01010000208A0F0000F7314E85530DE6C0CE6B944A6ABB33C1
721640,721640,KCKV,CLARKSVILLE OUTLAW FIELD                          ,   SFC,TN,-87.417,36.617,168,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721640,NWS,01010000208A0F0000152F5E817C09264140ABB7EECBF734C1
721641,721641,KCKN,CROOKSTON MUNICIPAL FIELD                         ,   SFC,MN,-96.617,47.85,273,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721641,NWS,01010000208A0F00002A0270B3C0ADFDC01FE9F3800CEAFEC0
721642,721642,KCKC,"GRAND MARAIS, GRAND MARAIS COOK COUNTY AIRPORT    ",   SFC,MN,-90.383,47.838,548,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721642,NWS,01010000208A0F00002EE69096C82C15419FE521C3198BFCC0
721646,721646,KCIU,"SAULT STE MARIE, CHIPPEWA COUNTY INTERNATIONAL AIR",   SFC,MI,-84.467,46.25,244,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721646,NWS,01010000208A0F0000919D71F0BAF528411ED5FAA0813F0DC1
721657,721657,KCGF,CLEVELAND CUYAHOGA                                ,   SFC,OH,-81.483,41.567,268,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721657,NWS,01010000208A0F00003BC903636FAE31415EF723CB96DB25C1
721662,721662,KCEW,CRESTVIEW SIKES AIRPORT                           ,   SFC,FL,-86.517,30.767,65,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721662,NWS,01010000208A0F00001B67D75B84812B41AE888A6FD27D3FC1
721664,721664,KCEU,CLEMSON-OCONEE COUNTY AIRPORT                     ,   SFC,SC,-82.883,34.667,272,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721664,NWS,01010000208A0F00008770B8A79C363241D89C4A8E6C6E37C1
721671,721671,KCDS,CHILDRESS MUNICIPAL AIRPORT                       ,   SFC,TX,-100.283,34.433,595,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721671,NWS,01010000208A0F0000BD6D717CFD0720C13CA22A355A4439C1
721673,721673,KCDR,CHADRON MUNICIPAL AIRPORT                         ,   SFC,NE,-103.1,42.833,1005,-7,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721673,NWS,01010000208A0F00002DBB3C3B2FBB24C19ADD8433FAE023C1
721674,721674,KCDJ,CHILLICOTHE AGRI-SCIENCE CTR                      ,   SFC,MO,-93.583,39.817,234,-6,saus80/kwbc,xxxxxx/xxxx,-,-,-,-,721674,NWS,01010000208A0F000000AA78868CFAFE409F92982418C22FC1
721676,721676,KCDD,"CRANE LAKE, SCOTTS SEAPLANE BASE                  ",   SFC,MN,-92.484,48.266,341,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721676,NWS,01010000208A0F00001D8573A8A5DC064102AAFB7B3F0DF3C0
721679,721679,KCCY,CHARLES CITY                                      ,   SFC,IA,-92.617,43.067,343,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721679,NWS,01010000208A0F0000C05389F79C55084150C0DC4D6D4524C1
721697,721697,KBYI,BURLEY MUNICIPAL AIRPORT                          ,   SFC,ID,-113.767,42.55,1265,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721697,NWS,01010000208A0F000027B7B5CB7DE037C15E89577EF02E1EC1
721702,721702,KBWG,BOWLING GREEN-WARREN CO RGNL                      ,   SFC,KY,-86.417,36.967,167,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721702,NWS,01010000208A0F00007AB191B0AFC12841761CC9A84D2834C1
721708,721708,KBVO,BARTLESVILLE MUNICIPAL AIRPORT                    ,   SFC,OK,-96.017,36.767,217,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721708,NWS,01010000208A0F000057E54C3143A1F7C0C9290A7EC45735C1
721717,721717,KBTP,"BUTLER, BUTLER COUNTY AIRPORT K W SCHOLTER FIELD  ",   SFC,PA,-79.95,40.783,380,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721717,NWS,01010000208A0F0000B0C3D8B06AF93341D333907084A327C1
721719,721719,KBTM,BERT MOONEY AIRPORT                               ,   SFC,MT,-112.5,45.967,1690,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721719,NWS,01010000208A0F00008D36393533B334C13F8FB143A97E02C1
721739,721739,KBMG,MONROE COUNTY AIRPORT                             ,   SFC,IN,-86.617,39.15,258,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721739,NWS,01010000208A0F0000C70AF033DC272741D9A10759215230C1
721744,721744,KBLM,BELMAR-FARMINGDALE                                ,   SFC,NJ,-74.133,40.183,48,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721744,NWS,01010000208A0F000098AF886C17CC3B4128E8B18FB44D25C1
721746,721746,KBLI,BELLINGHAM INTERNATIONAL  AIRPORT                 ,   SFC,WA,-122.533,48.8,51,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721746,NWS,01010000208A0F0000B819F217ACEE3DC1281A9A2EBDF71841
721748,721748,KBLH,BLYTHE AIRPORT                                    ,   SFC,CA,-114.717,33.617,121,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721748,NWS,01010000208A0F0000499E8BE622EE3DC1C9F12C077E6C36C1
721750,721750,KBLF,BLUEFIELD MERCER COUNTY AIRPORT                   ,   SFC,WV,-81.2,37.3,871,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721750,NWS,01010000208A0F0000B16F9E9068AD33413FA59F144C4032C1
721759,721759,KBKE,BAKER MUNICIPAL AIRPORT                           ,   SFC,OR,-117.817,44.833,1027,-8,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721759,NWS,01010000208A0F0000ABABC5799C6F3BC1BD39781BAF3F01C1
721762,721762,KBJC,BROOMFIELD JEFFCO                                 ,   SFC,CO,-105.117,39.917,1724,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721762,NWS,01010000208A0F000006EE2A08297A2BC122CA2E13D6412DC1
721769,721769,KBIE,BEATRICE MUNICIPAL                                ,   SFC,NE,-96.75,40.3,403,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721769,NWS,01010000208A0F0000F887C4BCC2F002C14CD89949D8062EC1
721775,721775,KBGR,BANGOR INTL AIRPORT                               ,   SFC,ME,-68.817,44.8,59,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721775,NWS,01010000208A0F00003A57B408754A3F4196AEED3803F3E4C0
721784,721784,KBFD,BRADFORD REGIONAL AIRPORT                         ,   SFC,PA,-78.633,41.8,653,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721784,NWS,01010000208A0F000068F80645EC3A3541BDCE721AA45123C1
721791,721791,KBDE,BAUDETTE INTERNATIONAL AIRPORT                    ,   SFC,MN,-94.617,48.733,330,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721791,NWS,01010000208A0F00001A47A89DE08ADB4029A60ED3B5EDDCC0
721795,721795,KBCE,BRYCE CANYON AIRPORT                              ,   SFC,UT,-112.15,37.7,2312,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721795,NWS,01010000208A0F0000379C10AB752838C1B89ED25D156630C1
721797,721797,KBBW,BROKEN BOW MUNICIPAL AIRPORT                      ,   SFC,NE,-99.633,41.433,776,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721797,NWS,01010000208A0F00004D99C395C47818C18C3968C875A729C1
721801,721801,KBAX,"BAD AXE, HURON COUNTY MEMORIAL AIRPORT            ",   SFC,MI,-82.986,43.781,233,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721801,NWS,01010000208A0F00002A1E82E99F072E41F0F30A64E31D1EC1
721829,721829,KAUG,AUGUSTA STATE AIRPORT                             ,   SFC,ME,-69.8,44.317,107,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721829,NWS,01010000208A0F000047C4BE9872803E41FB1222F67A66FEC0
721832,721832,KATY,WATERTOWN MUNICIPAL AIRPORT                       ,   SFC,SD,-97.15,44.9,533,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721832,NWS,01010000208A0F0000256512B7CF1805C17D57F1E78FE11BC1
721839,721839,KASH,"NASHUA, BOIRE FIELD AIRPORT                       ",   SFC,NH,-71.515,42.782,61,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721839,NWS,01010000208A0F0000CD010A3BBC7C3D417FD80F3B35BB14C1
721847,721847,KART,WATERTOWN INTERNATIONAL  AIRPORT                  ,   SFC,NY,-76.033,43.983,99,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721847,NWS,01010000208A0F0000E8D955283364374189835697825914C1
721853,721853,KARA,NEW IBERIA ACADIANA REGIONAL                      ,   SFC,LA,-91.883,30.033,7,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721853,NWS,01010000208A0F00002185A6DA80891441E4F937BFC9D540C1
721858,721858,KAPG,PHILLIPS ARMY AIR FIELD ABERDEEN                  ,   SFC,MD,-76.167,39.467,18,-5,sazz40/kawn,xxxxxx/xxxx,-,-,-,-,721858,NWS,01010000208A0F000015C22076C38A394102004910B06C29C1
721867,721867,KAOH,LIMA ALLEN COUNTY AIRPORT                         ,   SFC,OH,-84.017,40.7,297,-5,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721867,NWS,01010000208A0F0000D37B2E5CCC542D417CA2AB401C242AC1
721875,721875,KANB,ANNISTON METRO AIRPORT                            ,   SFC,AL,-85.85,33.583,187,-6,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721875,NWS,01010000208A0F0000DCD454E15D262C4185088D591B263AC1
721895,721895,KAKO,COLORADO PLAINS REGIONAL                          ,   SFC,CO,-103.217,40.167,1437,-7,saus70/kwbc,xxxxxx/xxxx,-,-,-,-,721895,NWS,01010000208A0F0000E7CC77A5283C26C1A88F9659B81F2DC1
